# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = PK2_model
# start_datetime = 2024-11-20 09:01:25 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 4000
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = true
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/ditilliof/Stanresults/RtmpCjSknZ/standata-2abaca62b34a5c.json
# init = 2 (Default)
# random
#   seed = 123456789
# output
#   file = /home/ditilliof/Phd material/Platinum-nephrotox/fitting_scripts/../Stanresults/PK2/2024-11-20_10-00-53/PK2-202411201001-2-8a246b.csv
#   diagnostic_file =  (Default)
#   refresh = 1
#   sig_figs = -1 (Default)
#   profile_file = /home/ditilliof/Phd material/Platinum-nephrotox/fitting_scripts/../Stanresults/PK2/2024-11-20_10-00-53/PK2-profile-202411201001-2-44356c.csv
#   save_cmdstan_config = true
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --name=PK2_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,k_PlasKid,k_ePlas,k_KidPlas,k_eKid,Plasma0,scale,z_hat1.1.1,z_hat1.2.1,z_hat1.3.1,z_hat1.4.1,z_hat1.5.1,z_hat1.6.1,z_hat1.7.1,z_hat1.8.1,z_hat1.9.1,z_hat1.10.1,z_hat1.11.1,z_hat1.12.1,z_hat1.13.1,z_hat1.14.1,z_hat1.15.1,z_hat1.16.1,z_hat1.1.2,z_hat1.2.2,z_hat1.3.2,z_hat1.4.2,z_hat1.5.2,z_hat1.6.2,z_hat1.7.2,z_hat1.8.2,z_hat1.9.2,z_hat1.10.2,z_hat1.11.2,z_hat1.12.2,z_hat1.13.2,z_hat1.14.2,z_hat1.15.2,z_hat1.16.2,z_hat2.1.1,z_hat2.2.1,z_hat2.3.1,z_hat2.4.1,z_hat2.5.1,z_hat2.6.1,z_hat2.7.1,z_hat2.8.1,z_hat2.9.1,z_hat2.10.1,z_hat2.1.2,z_hat2.2.2,z_hat2.3.2,z_hat2.4.2,z_hat2.5.2,z_hat2.6.2,z_hat2.7.2,z_hat2.8.2,z_hat2.9.2,z_hat2.10.2,y0.1,y0.2,theta.1,theta.2,theta.3,theta.4
-555.55,0.983429,0.0390609,7,127,0,557.321,2.00581,0.0189472,0.170458,0.0114086,48.5711,4.44528,39.7406,29.6457,18.7073,12.3832,8.72485,4.24643,3.60998,2.83444,1.59357,0.895937,0.37769,0.212345,0.119385,0.0503274,0.0119279,0.0011921,8.74204,18.7151,29.4712,35.6294,39.1314,43.0241,42.5379,33.4688,18.8168,10.5792,4.45973,2.50734,1.40968,0.594261,0.140845,0.0140718,8.72485,2.83444,1.59357,0.895937,0.37769,0.212345,0.119385,0.0503274,0.0119279,0.0011921,39.1314,33.4688,18.8168,10.5792,4.45973,2.50734,1.40968,0.594261,0.140845,0.0140718,48.5711,0,2.00581,0.0189472,0.170458,0.0114086
-560.082,0.959157,0.0390609,6,127,0,563.566,2.13584,0.0032284,0.193591,0.0129615,47.1631,4.41161,38.1647,28.0515,17.3817,11.4225,8.09196,4.26118,3.76621,2.95077,1.64689,0.919168,0.383257,0.213905,0.119385,0.049779,0.0115848,0.00112471,8.97866,19.0481,29.6195,35.4609,38.6631,41.9449,41.3323,32.4191,18.0938,10.0986,4.21071,2.35009,1.31164,0.546903,0.127272,0.012349,8.09196,2.95077,1.64689,0.919168,0.383257,0.213905,0.119385,0.049779,0.0115848,0.00112471,38.6631,32.4191,18.0938,10.0986,4.21071,2.35009,1.31164,0.546903,0.127272,0.012349,47.1631,0,2.13584,0.0032284,0.193591,0.0129615
-558.08,0.949752,0.0390609,7,127,0,561.693,2.16296,0.00133059,0.200541,0.0134476,48.7047,4.17883,39.3172,28.8084,17.7898,11.6851,8.30037,4.46168,3.97295,3.09673,1.7065,0.940394,0.384694,0.211992,0.116821,0.0477899,0.0107729,0.000993739,9.37512,19.847,30.7712,36.7566,40.0084,43.2703,42.5905,33.2289,18.3113,10.0907,4.12789,2.27474,1.25353,0.51279,0.115598,0.0106599,8.30037,3.09673,1.7065,0.940394,0.384694,0.211992,0.116821,0.0477899,0.0107729,0.000993739,40.0084,33.2289,18.3113,10.0907,4.12789,2.27474,1.25353,0.51279,0.115598,0.0106599,48.7047,0,2.16296,0.00133059,0.200541,0.0134476
-556.473,0.995832,0.0390609,6,63,0,558.778,2.30212,0.00367049,0.193113,0.0132607,50.3092,4.33375,40.0446,28.7409,17.1896,11.0004,7.68164,4.13716,3.73194,2.90388,1.59248,0.873304,0.354656,0.194491,0.106657,0.0433152,0.00964652,0.00087262,10.241,21.4937,32.9323,38.9886,42.1638,45.1017,44.2908,34.4845,18.9111,10.3708,4.21163,2.30964,1.2666,0.514372,0.114554,0.0103605,7.68164,2.90388,1.59248,0.873304,0.354656,0.194491,0.106657,0.0433152,0.00964652,0.00087262,42.1638,34.4845,18.9111,10.3708,4.21163,2.30964,1.2666,0.514372,0.114554,0.0103605,50.3092,0,2.30212,0.00367049,0.193113,0.0132607
-560.167,0.893089,0.0390609,6,63,0,561.863,2.24789,0.00425189,0.198626,0.0134908,51.8238,4.79944,41.4723,30.0053,18.1783,11.7644,8.28335,4.48348,4.02892,3.12079,1.69326,0.91872,0.367175,0.199219,0.108092,0.0431996,0.00936812,0.00081192,10.3245,21.7357,33.4427,39.7166,43.047,46.2111,45.3918,35.1853,19.0906,10.3581,4.1397,2.2461,1.21867,0.487054,0.105614,0.00915291,8.28335,3.12079,1.69326,0.91872,0.367175,0.199219,0.108092,0.0431996,0.00936812,0.00081192,43.047,35.1853,19.0906,10.3581,4.1397,2.2461,1.21867,0.487054,0.105614,0.00915291,51.8238,0,2.24789,0.00425189,0.198626,0.0134908
-561.02,0.488033,0.0390609,6,63,0,563.03,2.27173,0.00352126,0.199394,0.014353,51.9571,4.65832,41.4845,29.9174,18.0415,11.6392,8.18487,4.45174,4.00699,3.05853,1.60177,0.838859,0.317923,0.166499,0.0871962,0.0330474,0.00655969,0.000493541,10.4484,21.9612,33.7145,39.9706,43.2664,46.3268,45.4227,34.6936,18.1693,9.5154,3.60628,1.88864,0.989094,0.374861,0.0744028,0.00559675,8.18487,3.05853,1.60177,0.838859,0.317923,0.166499,0.0871962,0.0330474,0.00655969,0.000493541,43.2664,34.6936,18.1693,9.5154,3.60628,1.88864,0.989094,0.374861,0.0744028,0.00559675,51.9571,0,2.27173,0.00352126,0.199394,0.014353
-559.552,0.994885,0.0390609,6,63,0,562.78,2.35398,0.00209829,0.188509,0.0130867,52.189,4.24949,41.3325,29.4438,17.4011,11.0222,7.64084,4.10318,3.71563,2.90572,1.6125,0.894837,0.369924,0.205285,0.11392,0.047095,0.0108037,0.00102469,10.8393,22.6833,34.6183,40.8653,44.1023,47.024,46.1735,36.1281,20.0489,11.1259,4.59942,2.5524,1.41642,0.585544,0.13433,0.0127394,7.64084,2.90572,1.6125,0.894837,0.369924,0.205285,0.11392,0.047095,0.0108037,0.00102469,44.1023,36.1281,20.0489,11.1259,4.59942,2.5524,1.41642,0.585544,0.13433,0.0127394,52.189,0,2.35398,0.00209829,0.188509,0.0130867
-560.018,0.148612,0.0390609,5,59,0,563.602,2.38729,0.00190369,0.192019,0.0133509,52.1947,4.22623,41.2037,29.2215,17.1689,10.8428,7.51972,4.09715,3.72837,2.90271,1.59341,0.874687,0.355747,0.195283,0.107199,0.0435991,0.00973386,0.00088393,10.9745,22.912,34.8554,41.0471,44.223,47.0179,46.1263,35.928,19.7223,10.8263,4.4032,2.41709,1.32684,0.539641,0.12048,0.0109399,7.51972,2.90271,1.59341,0.874687,0.355747,0.195283,0.107199,0.0435991,0.00973386,0.00088393,44.223,35.928,19.7223,10.8263,4.4032,2.41709,1.32684,0.539641,0.12048,0.0109399,52.1947,0,2.38729,0.00190369,0.192019,0.0133509
-557.406,0.910145,0.0390609,7,127,0,562.375,1.82191,0.13081,0.189165,0.000978847,49.4386,4.41548,40.7431,30.7238,19.7314,13.2726,9.4755,4.68329,3.95318,3.07095,1.68436,0.923842,0.375267,0.205828,0.112894,0.0458574,0.0102168,0.000924739,8.10724,17.4287,27.6064,33.5272,36.9492,40.8791,40.4457,31.4979,17.276,9.47558,3.84901,2.11111,1.15791,0.470346,0.104791,0.00948348,9.4755,3.07095,1.68436,0.923842,0.375267,0.205828,0.112894,0.0458574,0.0102168,0.000924739,36.9492,31.4979,17.276,9.47558,3.84901,2.11111,1.15791,0.470346,0.104791,0.00948348,49.4386,0,1.82191,0.13081,0.189165,0.000978847
-561.591,0.908518,0.0390609,7,127,0,565.019,2.3408,0.00133258,0.215354,0.0142089,47.7614,4.29766,37.8908,27.0989,16.1936,10.435,7.39133,4.21795,3.85517,2.96426,1.57919,0.841302,0.327138,0.17428,0.0928463,0.0361039,0.00747968,0.000602685,9.85756,20.6099,31.4137,37.0452,39.9487,42.5207,41.6743,32.0578,17.0786,9.09852,3.53792,1.8848,1.00412,0.390446,0.0808822,0.00651498,7.39133,2.96426,1.57919,0.841302,0.327138,0.17428,0.0928463,0.0361039,0.00747968,0.000602685,39.9487,32.0578,17.0786,9.09852,3.53792,1.8848,1.00412,0.390446,0.0808822,0.00651498,47.7614,0,2.3408,0.00133258,0.215354,0.0142089
-556.755,0.991733,0.0390609,7,127,0,563.637,1.98799,0.00727361,0.166674,0.0128849,50.6968,4.42862,41.5999,31.1593,19.7755,13.1405,9.27121,4.46257,3.75733,2.92276,1.60792,0.884574,0.360944,0.198569,0.10924,0.044575,0.0100058,0.000916685,9.05743,19.4306,30.6866,37.1819,40.9048,45.1049,44.5928,34.7702,19.1283,10.5232,4.29392,2.36224,1.29955,0.530273,0.119036,0.0109031,9.27121,2.92276,1.60792,0.884574,0.360944,0.198569,0.10924,0.044575,0.0100058,0.000916685,40.9048,34.7702,19.1283,10.5232,4.29392,2.36224,1.29955,0.530273,0.119036,0.0109031,50.6968,0,1.98799,0.00727361,0.166674,0.0128849
-555.696,0.597612,0.0390609,7,127,0,562.165,2.02972,0.130413,0.210934,0.000961758,49.1179,4.06536,39.666,29.077,17.9605,11.7918,8.36618,4.46999,3.97169,3.08794,1.69151,0.926577,0.375655,0.205777,0.112721,0.0456992,0.0101498,0.000913942,8.87491,18.7957,29.1571,34.8428,37.9365,41.0476,40.3973,31.4394,17.2219,9.43381,3.82469,2.09509,1.14765,0.465283,0.103331,0.00930358,8.36618,3.08794,1.69151,0.926577,0.375655,0.205777,0.112721,0.0456992,0.0101498,0.000913942,37.9365,31.4394,17.2219,9.43381,3.82469,2.09509,1.14765,0.465283,0.103331,0.00930358,49.1179,0,2.02972,0.130413,0.210934,0.000961758
-557.86,0.999872,0.0390609,7,127,0,560.026,2.36297,0.129131,0.228592,0.00222397,51.4288,3.89319,40.2013,28.1511,16.3222,10.3079,7.24674,4.2578,3.94602,3.04566,1.63675,0.879595,0.346524,0.186222,0.100077,0.0394264,0.00834781,0.000696385,10.6378,22.0284,33.1451,38.7203,41.4812,43.708,42.7851,33.0314,17.7512,9.53953,3.75818,2.01966,1.08537,0.42759,0.0905263,0.00755038,7.24674,3.04566,1.63675,0.879595,0.346524,0.186222,0.100077,0.0394264,0.00834781,0.000696385,41.4812,33.0314,17.7512,9.53953,3.75818,2.01966,1.08537,0.42759,0.0905263,0.00755038,51.4288,0,2.36297,0.129131,0.228592,0.00222397
-559.273,0.774835,0.0390609,7,127,0,563.821,2.05493,0.00946721,0.184722,0.0137638,48.2848,4.29662,39.3579,29.2212,18.3519,12.1523,8.61368,4.38325,3.79326,2.89679,1.52193,0.799602,0.304503,0.159982,0.0840517,0.0320083,0.00640489,0.000488113,8.87918,18.9383,29.6671,35.7179,39.103,42.7058,42.0506,32.1634,16.8982,8.87807,3.38093,1.77629,0.93324,0.355395,0.0711054,0.00541761,8.61368,2.89679,1.52193,0.799602,0.304503,0.159982,0.0840517,0.0320083,0.00640489,0.000488113,39.103,32.1634,16.8982,8.87807,3.38093,1.77629,0.93324,0.355395,0.0711054,0.00541761,48.2848,0,2.05493,0.00946721,0.184722,0.0137638
-554.591,0.919624,0.0390609,6,127,0,563.39,2.05593,0.0824817,0.191641,0.00617634,48.7406,4.52101,39.4397,28.9742,17.912,11.7188,8.2492,4.24169,3.72205,2.89633,1.5906,0.873526,0.355504,0.195235,0.10722,0.0436349,0.0097526,0.000887237,8.93582,18.9687,29.5202,35.3635,38.5733,41.8713,41.24,32.1297,17.645,9.69022,3.9437,2.16579,1.18941,0.484062,0.108189,0.00984081,8.2492,2.89633,1.5906,0.873526,0.355504,0.195235,0.10722,0.0436349,0.0097526,0.000887237,38.5733,32.1297,17.645,9.69022,3.9437,2.16579,1.18941,0.484062,0.108189,0.00984081,48.7406,0,2.05593,0.0824817,0.191641,0.00617634
-553.876,0.926209,0.0390609,6,127,0,556.665,1.97535,0.100122,0.189534,0.00440367,49.4186,4.07543,40.2364,29.8196,18.6664,12.3173,8.70068,4.39508,3.80699,2.96315,1.62952,0.89612,0.365448,0.200969,0.11052,0.0450708,0.0101079,0.00092475,8.73304,18.619,29.1515,35.0846,38.4018,41.9459,41.3733,32.2529,17.7368,9.75397,3.97778,2.1875,1.20297,0.490584,0.110022,0.0100622,8.70068,2.96315,1.62952,0.89612,0.365448,0.200969,0.11052,0.0450708,0.0101079,0.00092475,38.4018,32.2529,17.7368,9.75397,3.97778,2.1875,1.20297,0.490584,0.110022,0.0100622,49.4186,0,1.97535,0.100122,0.189534,0.00440367
-553.899,0.909669,0.0390609,7,127,0,556.556,2.23224,0.0737241,0.202933,0.00683857,50.0949,4.36776,39.8751,28.626,17.1389,10.99,7.69596,4.18375,3.78321,2.95802,1.64101,0.910371,0.37617,0.208685,0.115771,0.0478372,0.010966,0.00103883,9.88617,20.7443,31.7748,37.6105,40.6683,43.4989,42.735,33.4336,18.5478,10.2896,4.25171,2.3587,1.30852,0.540684,0.123941,0.0117394,7.69596,2.95802,1.64101,0.910371,0.37617,0.208685,0.115771,0.0478372,0.010966,0.00103883,40.6683,33.4336,18.5478,10.2896,4.25171,2.3587,1.30852,0.540684,0.123941,0.0117394,50.0949,0,2.23224,0.0737241,0.202933,0.00683857
-553.782,0.906373,0.0390609,5,63,0,557.841,2.21784,0.0737624,0.205747,0.00710538,50.2015,4.42617,40.0181,28.7929,17.3044,11.1366,7.82259,4.26938,3.85691,2.99459,1.63365,0.891206,0.359093,0.195896,0.106868,0.0430608,0.00946497,0.000838921,9.84864,20.6804,31.7072,37.5566,40.6291,43.4818,42.6954,33.1699,18.0952,9.87153,3.97754,2.16987,1.18373,0.476961,0.104842,0.00928507,7.82259,2.99459,1.63365,0.891206,0.359093,0.195896,0.106868,0.0430608,0.00946497,0.000838921,40.6291,33.1699,18.0952,9.87153,3.97754,2.16987,1.18373,0.476961,0.104842,0.00928507,50.2015,0,2.21784,0.0737624,0.205747,0.00710538
-555.127,0.944863,0.0390609,6,63,0,555.846,2.30886,0.0604848,0.223864,0.00881254,49.895,4.12513,39.4788,28.132,16.732,10.7572,7.62269,4.39619,4.03149,3.089,1.63171,0.861921,0.330906,0.174795,0.0923328,0.035448,0.00718877,0.000560231,10.1427,21.1648,32.1748,37.8687,40.7798,43.3044,42.4124,32.51,17.1728,9.07124,3.4826,1.83962,0.971745,0.373069,0.0756573,0.00588993,7.62269,3.089,1.63171,0.861921,0.330906,0.174795,0.0923328,0.035448,0.00718877,0.000560231,40.7798,32.51,17.1728,9.07124,3.4826,1.83962,0.971745,0.373069,0.0756573,0.00588993,49.895,0,2.30886,0.0604848,0.223864,0.00881254
-553.82,0.91019,0.0390609,6,63,0,556.353,2.19481,0.0602795,0.20077,0.00814115,50.7514,4.24283,40.6008,29.3567,17.7598,11.471,8.05816,4.33431,3.89261,3.0341,1.67114,0.920441,0.376246,0.207229,0.11414,0.0466557,0.0105039,0.000966851,9.87226,20.7841,31.98,37.9815,41.1689,44.2075,43.4507,33.892,18.6672,10.2817,4.20278,2.31483,1.27498,0.521167,0.117337,0.0107984,8.05816,3.0341,1.67114,0.920441,0.376246,0.207229,0.11414,0.0466557,0.0105039,0.000966851,41.1689,33.892,18.6672,10.2817,4.20278,2.31483,1.27498,0.521167,0.117337,0.0107984,50.7514,0,2.19481,0.0602795,0.20077,0.00814115
-553.803,0.984586,0.0390609,6,127,0,555.755,2.0948,0.0571488,0.200528,0.00838366,49.7238,4.21312,40.1865,29.487,18.2306,11.9668,8.47866,4.49188,3.97888,3.09191,1.69177,0.92567,0.374652,0.204996,0.112166,0.0453972,0.0100532,0.000901256,9.27743,19.6624,30.532,36.5136,39.7778,43.0812,42.4055,32.9868,18.0491,9.87574,3.99706,2.18703,1.19666,0.48433,0.107258,0.00961343,8.47866,3.09191,1.69177,0.92567,0.374652,0.204996,0.112166,0.0453972,0.0100532,0.000901256,39.7778,32.9868,18.0491,9.87574,3.99706,2.18703,1.19666,0.48433,0.107258,0.00961343,49.7238,0,2.0948,0.0571488,0.200528,0.00838366
-555.168,0.994043,0.0390609,5,63,0,558.646,2.12239,0.0683633,0.186801,0.00716733,49.105,3.90425,39.5278,28.816,17.6,11.3973,7.96494,4.08921,3.61112,2.83793,1.59533,0.896817,0.377988,0.212486,0.119448,0.0503461,0.0119289,0.00119132,9.27206,19.6208,30.4039,36.3036,39.5052,42.7169,42.0752,33.1003,18.6072,10.46,4.40868,2.47833,1.39319,0.5872,0.139127,0.0138935,7.96494,2.83793,1.59533,0.896817,0.377988,0.212486,0.119448,0.0503461,0.0119289,0.00119132,39.5052,33.1003,18.6072,10.46,4.40868,2.47833,1.39319,0.5872,0.139127,0.0138935,49.105,0,2.12239,0.0683633,0.186801,0.00716733
-555.576,0.797657,0.0390609,7,127,0,559.491,2.25547,0.0915961,0.20813,0.00590277,50.9993,4.53735,40.4322,28.8642,17.1519,10.9517,7.66662,4.22976,3.84365,2.96714,1.59603,0.85851,0.338688,0.182182,0.097996,0.0386608,0.00820336,0.000686912,10.1473,21.2301,32.3893,38.2226,41.2396,43.9362,43.0844,33.2759,17.8992,9.62804,3.79833,2.04313,1.09901,0.433566,0.0920063,0.00770237,7.66662,2.96714,1.59603,0.85851,0.338688,0.182182,0.097996,0.0386608,0.00820336,0.000686912,41.2396,33.2759,17.8992,9.62804,3.79833,2.04313,1.09901,0.433566,0.0920063,0.00770237,50.9993,0,2.25547,0.0915961,0.20813,0.00590277
-555.01,0.935103,0.0390609,6,63,0,557.234,2.31019,0.0516071,0.215958,0.00881875,50.3497,4.47921,39.8648,28.4231,16.8961,10.8333,7.64171,4.33961,3.97302,3.09788,1.70663,0.940185,0.384438,0.211786,0.116674,0.0477076,0.0107466,0.00099037,10.2486,21.4074,32.5892,38.3982,41.3845,44.0279,43.2035,33.7014,18.5662,10.2281,4.18223,2.304,1.26928,0.519,0.11691,0.0107678,7.64171,3.09788,1.70663,0.940185,0.384438,0.211786,0.116674,0.0477076,0.0107466,0.00099037,41.3845,33.7014,18.5662,10.2281,4.18223,2.304,1.26928,0.519,0.11691,0.0107678,50.3497,0,2.31019,0.0516071,0.215958,0.00881875
-555.168,0.852481,0.0390609,6,63,0,556.904,2.32516,0.0684332,0.215141,0.00742321,51.0731,4.43861,40.3096,28.6062,16.8821,10.7611,7.56252,4.29577,3.94062,3.06915,1.6861,0.926291,0.377177,0.207209,0.113833,0.0463518,0.0103691,0.000944817,10.4484,21.7836,33.0773,38.9001,41.8696,44.4488,43.5966,33.9685,18.6612,10.2519,4.17446,2.29332,1.25988,0.513008,0.114758,0.0104526,7.56252,3.06915,1.6861,0.926291,0.377177,0.207209,0.113833,0.0463518,0.0103691,0.000944817,41.8696,33.9685,18.6612,10.2519,4.17446,2.29332,1.25988,0.513008,0.114758,0.0104526,51.0731,0,2.32516,0.0684332,0.215141,0.00742321
