# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = PK3_model
# start_datetime = 2024-07-22 13:15:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 4000
#     num_warmup = 6000
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = true
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /home/ditilliof/Stanresults/RtmpWdIcLb/standata-17f1b9349efb.json
# init = 2 (Default)
# random
#   seed = 1234
# output
#   file = /home/ditilliof/Stanresults/PK3/2024-07-22_15-15-34/PK3-202407221515-3-03f5c9.csv
#   diagnostic_file =  (Default)
#   refresh = 1
#   sig_figs = -1 (Default)
#   profile_file = /home/ditilliof/Stanresults/PK3/2024-07-22_15-15-34/PK3-profile-202407221515-3-96cece.csv
#   save_cmdstan_config = true
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --name=PK3_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,k_PlasKid,k_ePlas,k_KidPlas,k_eKid,Plasma0,k_AccuKid,k_KidAccu,scale,z_hat1.1.1,z_hat1.2.1,z_hat1.3.1,z_hat1.4.1,z_hat1.5.1,z_hat1.6.1,z_hat1.7.1,z_hat1.8.1,z_hat1.9.1,z_hat1.10.1,z_hat1.11.1,z_hat1.12.1,z_hat1.13.1,z_hat1.14.1,z_hat1.15.1,z_hat1.16.1,z_hat1.1.2,z_hat1.2.2,z_hat1.3.2,z_hat1.4.2,z_hat1.5.2,z_hat1.6.2,z_hat1.7.2,z_hat1.8.2,z_hat1.9.2,z_hat1.10.2,z_hat1.11.2,z_hat1.12.2,z_hat1.13.2,z_hat1.14.2,z_hat1.15.2,z_hat1.16.2,z_hat1.1.3,z_hat1.2.3,z_hat1.3.3,z_hat1.4.3,z_hat1.5.3,z_hat1.6.3,z_hat1.7.3,z_hat1.8.3,z_hat1.9.3,z_hat1.10.3,z_hat1.11.3,z_hat1.12.3,z_hat1.13.3,z_hat1.14.3,z_hat1.15.3,z_hat1.16.3,z_hat2.1.1,z_hat2.2.1,z_hat2.3.1,z_hat2.4.1,z_hat2.5.1,z_hat2.6.1,z_hat2.7.1,z_hat2.8.1,z_hat2.9.1,z_hat2.10.1,z_hat2.1.2,z_hat2.2.2,z_hat2.3.2,z_hat2.4.2,z_hat2.5.2,z_hat2.6.2,z_hat2.7.2,z_hat2.8.2,z_hat2.9.2,z_hat2.10.2,z_hat2.1.3,z_hat2.2.3,z_hat2.3.3,z_hat2.4.3,z_hat2.5.3,z_hat2.6.3,z_hat2.7.3,z_hat2.8.3,z_hat2.9.3,z_hat2.10.3,y0.1,y0.2,y0.3,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6
-53.3666,0.978276,0.0338712,7,127,0,56.3776,2.1016,0.109722,0.211948,0.000405232,48.639,0.000598678,0.00404043,4.60371,39.0825,28.4473,17.3983,11.3493,8.03494,4.35251,3.89099,2.95784,1.54302,0.815591,0.329166,0.190744,0.119176,0.0706575,0.0461882,0.038087,9.07527,19.1504,29.5582,35.1848,38.1969,41.094,40.3122,30.6697,16.001,8.45898,3.4157,1.98048,1.23843,0.73531,0.481466,0.397271,0.00190752,0.0106457,0.0357757,0.0687579,0.105966,0.268615,0.597813,3.42302,7.62628,9.66564,10.8261,11.0196,11.007,10.8117,10.3318,9.52385,8.03494,2.95784,1.54302,0.815591,0.329166,0.190744,0.119176,0.0706575,0.0461882,0.038087,38.1969,30.6697,16.001,8.45898,3.4157,1.98048,1.23843,0.73531,0.481466,0.397271,0.105966,3.42302,7.62628,9.66564,10.8261,11.0196,11.007,10.8117,10.3318,9.52385,48.639,0,0,2.1016,0.109722,0.211948,0.000405232,0.000598678,0.00404043
-55.297,0.98431,0.0338712,7,127,0,59.1975,2.22845,0.10617,0.215408,0.000129816,49.7406,0.000369545,0.00560912,3.49329,39.4856,28.2497,16.8584,10.8173,7.61038,4.24037,3.84761,2.89259,1.46739,0.753405,0.29059,0.163513,0.0996674,0.057974,0.0384386,0.0331745,9.78074,20.4696,31.2402,36.8732,39.7848,42.3541,41.4255,31.1593,15.8082,8.11757,3.13244,1.76362,1.0759,0.626788,0.416302,0.359492,0.00285983,0.0158727,0.0529312,0.101108,0.15507,0.388757,0.859131,4.88104,10.822,13.704,15.4131,15.774,15.8649,15.7722,15.4129,14.7514,7.61038,2.89259,1.46739,0.753405,0.29059,0.163513,0.0996674,0.057974,0.0384386,0.0331745,39.7848,31.1593,15.8082,8.11757,3.13244,1.76362,1.0759,0.626788,0.416302,0.359492,0.15507,4.88104,10.822,13.704,15.4131,15.774,15.8649,15.7722,15.4129,14.7514,49.7406,0,0,2.22845,0.10617,0.215408,0.000129816,0.000369545,0.00560912
-52.0014,0.979161,0.0338712,7,127,0,56.9556,2.08834,0.0955055,0.210893,0.000744236,50.4214,0.000411373,0.00552915,3.3888,40.625,29.6863,18.2623,11.9653,8.49122,4.58269,4.0792,3.07141,1.56586,0.808728,0.315691,0.179587,0.110905,0.0657829,0.0443521,0.0382747,9.36044,19.7861,30.6108,36.5013,39.6752,42.7638,41.9299,31.5995,16.1114,8.32255,3.25048,1.8503,1.14372,0.679479,0.458924,0.396269,0.00269126,0.0150372,0.0506157,0.0974054,0.150269,0.381798,0.850772,4.86493,10.8009,13.6807,15.3786,15.7267,15.8018,15.6827,15.2769,14.5438,8.49122,3.07141,1.56586,0.808728,0.315691,0.179587,0.110905,0.0657829,0.0443521,0.0382747,39.6752,31.5995,16.1114,8.32255,3.25048,1.8503,1.14372,0.679479,0.458924,0.396269,0.150269,4.86493,10.8009,13.6807,15.3786,15.7267,15.8018,15.6827,15.2769,14.5438,50.4214,0,0,2.08834,0.0955055,0.210893,0.000744236,0.000411373,0.00552915
-50.6478,0.858257,0.0338712,6,63,0,54.7205,2.27901,0.0675013,0.222559,0.00448986,50.6606,0.000427864,0.00496088,3.63268,40.174,28.7158,17.1487,11.0483,7.82751,4.47302,4.07991,3.05288,1.53138,0.777772,0.295742,0.165309,0.100467,0.0585914,0.0391498,0.0336647,10.1765,21.2669,32.3925,38.1763,41.1466,43.7222,42.7314,31.9893,16.0477,8.15168,3.10114,1.73448,1.05506,0.616258,0.412477,0.354877,0.00263263,0.0145973,0.0486115,0.0927557,0.142138,0.355628,0.784818,4.44257,9.78866,12.3303,13.7777,14.0483,14.082,13.9353,13.5204,12.7974,7.82751,3.05288,1.53138,0.777772,0.295742,0.165309,0.100467,0.0585914,0.0391498,0.0336647,41.1466,31.9893,16.0477,8.15168,3.10114,1.73448,1.05506,0.616258,0.412477,0.354877,0.142138,4.44257,9.78866,12.3303,13.7777,14.0483,14.082,13.9353,13.5204,12.7974,50.6606,0,0,2.27901,0.0675013,0.222559,0.00448986,0.000427864,0.00496088
-50.9251,0.998974,0.0338712,7,127,0,52.0278,2.28156,0.0592997,0.230997,0.00577499,50.8172,0.000542108,0.00501149,3.84753,40.3252,28.8657,17.3045,11.2117,7.99701,4.64975,4.24798,3.13745,1.52753,0.756029,0.2812,0.158037,0.098632,0.0614349,0.0445015,0.0389243,10.2174,21.3462,32.5002,38.2901,41.2572,43.8018,42.7513,31.5889,15.3813,7.6143,2.83394,1.59396,0.995858,0.621305,0.450707,0.394374,0.00267033,0.0148035,0.0492844,0.0940171,0.144041,0.360159,0.794088,4.46163,9.68141,12.0469,13.2769,13.4431,13.3965,13.1578,12.6278,11.7598,7.99701,3.13745,1.52753,0.756029,0.2812,0.158037,0.098632,0.0614349,0.0445015,0.0389243,41.2572,31.5889,15.3813,7.6143,2.83394,1.59396,0.995858,0.621305,0.450707,0.394374,0.144041,4.46163,9.68141,12.0469,13.2769,13.4431,13.3965,13.1578,12.6278,11.7598,50.8172,0,0,2.28156,0.0592997,0.230997,0.00577499,0.000542108,0.00501149
-51.966,0.944771,0.0338712,7,127,0,55.2596,2.01358,0.0554064,0.193207,0.00471801,49.1717,0.000322703,0.00499377,3.50268,40.0645,29.734,18.6755,12.3816,8.79684,4.52687,3.93172,2.99031,1.56135,0.822559,0.325574,0.183396,0.10975,0.0599751,0.0356441,0.02924,8.8565,18.8788,29.5491,35.5523,38.9019,42.4415,41.7636,31.8118,16.6112,8.75225,3.46554,1.95309,1.16966,0.640146,0.381256,0.313057,0.00229506,0.0128959,0.0437555,0.0847475,0.131419,0.338032,0.75953,4.39404,9.88331,12.6434,14.3682,14.7717,14.9057,14.8695,14.585,14.021,8.79684,2.99031,1.56135,0.822559,0.325574,0.183396,0.10975,0.0599751,0.0356441,0.02924,38.9019,31.8118,16.6112,8.75225,3.46554,1.95309,1.16966,0.640146,0.381256,0.313057,0.131419,4.39404,9.88331,12.6434,14.3682,14.7717,14.9057,14.8695,14.585,14.021,49.1717,0,0,2.01358,0.0554064,0.193207,0.00471801,0.000322703,0.00499377
-52.5068,0.974794,0.0338712,6,63,0,53.3556,2.03592,0.064026,0.191578,0.00359571,48.6762,0.000312906,0.00496732,3.59539,39.5385,29.2097,18.2141,12.0008,8.48732,4.3582,3.80022,2.91447,1.55176,0.833169,0.338351,0.193078,0.116346,0.0632922,0.0365128,0.0292913,8.85253,18.8358,29.4075,35.3138,38.5865,41.9994,41.3366,31.7457,16.9035,9.07682,3.68739,2.10511,1.26934,0.69147,0.399738,0.321003,0.00228291,0.0128119,0.0433952,0.0839327,0.130011,0.333557,0.748441,4.3413,9.84256,12.6695,14.4907,14.9398,15.1057,15.0996,14.8406,14.2966,8.48732,2.91447,1.55176,0.833169,0.338351,0.193078,0.116346,0.0632922,0.0365128,0.0292913,38.5865,31.7457,16.9035,9.07682,3.68739,2.10511,1.26934,0.69147,0.399738,0.321003,0.130011,4.3413,9.84256,12.6695,14.4907,14.9398,15.1057,15.0996,14.8406,14.2966,48.6762,0,0,2.03592,0.064026,0.191578,0.00359571,0.000312906,0.00496732
-51.9267,0.985432,0.0338712,6,63,0,55.4156,2.01281,0.0469167,0.188901,0.00608555,49.074,0.000343152,0.00488029,3.78147,40.02,29.7339,18.696,12.3938,8.79294,4.47854,3.87025,2.92183,1.49933,0.776759,0.300704,0.167624,0.0998759,0.0549908,0.033626,0.0280459,8.84074,18.8602,29.5523,35.5856,38.9615,42.5444,41.8465,31.6428,16.2386,8.4138,3.25859,1.81745,1.08378,0.597676,0.366268,0.305747,0.00223847,0.0125846,0.0427316,0.082814,0.128482,0.330825,0.743663,4.28915,9.57596,12.179,13.755,14.1007,14.1977,14.1288,13.8176,13.2324,8.79294,2.92183,1.49933,0.776759,0.300704,0.167624,0.0998759,0.0549908,0.033626,0.0280459,38.9615,31.6428,16.2386,8.4138,3.25859,1.81745,1.08378,0.597676,0.366268,0.305747,0.128482,4.28915,9.57596,12.179,13.755,14.1007,14.1977,14.1288,13.8176,13.2324,49.074,0,0,2.01281,0.0469167,0.188901,0.00608555,0.000343152,0.00488029
-50.0979,0.976977,0.0338712,7,127,0,53.501,2.33866,0.0872446,0.241153,0.00271678,50.3453,0.000544068,0.00442255,4.38443,39.6206,28.0385,16.5584,10.6464,7.59818,4.54906,4.2026,3.1508,1.58834,0.811817,0.313012,0.177307,0.109501,0.0653344,0.0442951,0.0376268,10.3305,21.4574,32.4158,37.9748,40.7572,43.0253,42.0131,31.5081,15.8848,8.12018,3.13249,1.77553,1.09746,0.655765,0.445282,0.378433,0.00238608,0.0131761,0.0436307,0.0828831,0.126572,0.314267,0.690387,3.89359,8.56213,10.7588,11.964,12.1528,12.1321,11.9278,11.4426,10.6327,7.59818,3.1508,1.58834,0.811817,0.313012,0.177307,0.109501,0.0653344,0.0442951,0.0376268,40.7572,31.5081,15.8848,8.12018,3.13249,1.77553,1.09746,0.655765,0.445282,0.378433,0.126572,3.89359,8.56213,10.7588,11.964,12.1528,12.1321,11.9278,11.4426,10.6327,50.3453,0,0,2.33866,0.0872446,0.241153,0.00271678,0.000544068,0.00442255
-49.873,0.696244,0.0338712,7,127,0,53.821,2.23338,0.0549743,0.225577,0.00594025,48.8275,0.000471196,0.00458058,4.18913,38.9452,28.0756,16.9881,11.0609,7.88892,4.50509,4.09253,3.06061,1.53356,0.778124,0.295584,0.165182,0.1004,0.0585603,0.0390469,0.0333346,9.63686,20.2089,30.9258,36.575,39.5185,42.1603,41.2314,30.8517,15.4599,7.84555,2.98176,1.66737,1.01436,0.592589,0.395814,0.338095,0.00229992,0.0127821,0.0427042,0.0816914,0.125433,0.315235,0.697519,3.95353,8.69825,10.9377,12.1879,12.4036,12.4092,12.2439,11.8208,11.1002,7.88892,3.06061,1.53356,0.778124,0.295584,0.165182,0.1004,0.0585603,0.0390469,0.0333346,39.5185,30.8517,15.4599,7.84555,2.98176,1.66737,1.01436,0.592589,0.395814,0.338095,0.125433,3.95353,8.69825,10.9377,12.1879,12.4036,12.4092,12.2439,11.8208,11.1002,48.8275,0,0,2.23338,0.0549743,0.225577,0.00594025,0.000471196,0.00458058
-51.1872,0.990392,0.0338712,7,127,0,52.257,2.08749,0.111054,0.195923,0.000566391,51.1205,0.00050632,0.00440607,4.0022,41.121,29.9542,18.2903,11.86,8.31228,4.32392,3.82251,2.90542,1.51518,0.799927,0.321392,0.185198,0.114829,0.0672469,0.0435522,0.0362449,9.48713,20.0561,31.0339,37.0118,40.2361,43.3912,42.5862,32.4008,16.8984,8.92282,3.5867,2.06798,1.28327,0.752617,0.488278,0.406623,0.00217357,0.0121455,0.0408863,0.0786892,0.121405,0.308545,0.687834,3.94699,8.81793,11.2088,12.6155,12.8853,12.9168,12.7578,12.3066,11.518,8.31228,2.90542,1.51518,0.799927,0.321392,0.185198,0.114829,0.0672469,0.0435522,0.0362449,40.2361,32.4008,16.8984,8.92282,3.5867,2.06798,1.28327,0.752617,0.488278,0.406623,0.121405,3.94699,8.81793,11.2088,12.6155,12.8853,12.9168,12.7578,12.3066,11.518,51.1205,0,0,2.08749,0.111054,0.195923,0.000566391,0.00050632,0.00440607
-53.4104,0.975903,0.0338712,5,63,0,58.424,2.05457,0.114534,0.200218,0.000476632,52.0904,0.000527643,0.00460931,4.00367,42.0251,30.7493,18.9127,12.3446,8.69709,4.54598,4.00636,3.00346,1.51645,0.776462,0.300411,0.170686,0.105793,0.0634807,0.0433216,0.0369835,9.52609,20.1709,31.2796,37.3653,40.6669,43.9256,43.0715,32.3237,16.3218,8.35875,3.23584,1.83981,1.14144,0.686039,0.468973,0.400578,0.00228226,0.0127665,0.0430419,0.0829363,0.128077,0.326157,0.727673,4.15239,9.15326,11.5163,12.827,13.0425,13.033,12.8318,12.3388,11.5085,8.69709,3.00346,1.51645,0.776462,0.300411,0.170686,0.105793,0.0634807,0.0433216,0.0369835,40.6669,32.3237,16.3218,8.35875,3.23584,1.83981,1.14144,0.686039,0.468973,0.400578,0.128077,4.15239,9.15326,11.5163,12.827,13.0425,13.033,12.8318,12.3388,11.5085,52.0904,0,0,2.05457,0.114534,0.200218,0.000476632,0.000527643,0.00460931
-57.6194,0.999751,0.0338712,6,127,0,63.1846,2.01554,0.119766,0.19823,0.000800885,52.3913,0.000742801,0.00455063,4.44027,42.4082,31.1745,19.2994,12.6497,8.92305,4.61029,4.02985,2.97684,1.45473,0.725337,0.276135,0.15934,0.102747,0.0668637,0.0496372,0.0425665,9.41511,19.9816,31.0833,37.2182,40.575,43.9382,43.05,31.8401,15.5619,7.7613,2.9572,1.70804,1.1027,0.718813,0.53435,0.458395,0.00222567,0.0124691,0.0421288,0.0813146,0.12574,0.32114,0.717352,4.06263,8.78355,10.8717,11.871,11.9388,11.8141,11.4784,10.8146,9.77559,8.92305,2.97684,1.45473,0.725337,0.276135,0.15934,0.102747,0.0668637,0.0496372,0.0425665,40.575,31.8401,15.5619,7.7613,2.9572,1.70804,1.1027,0.718813,0.53435,0.458395,0.12574,4.06263,8.78355,10.8717,11.871,11.9388,11.8141,11.4784,10.8146,9.77559,52.3913,0,0,2.01554,0.119766,0.19823,0.000800885,0.000742801,0.00455063
-60.4058,0.995247,0.0338712,7,127,0,66.3645,1.9551,0.00541661,0.190855,0.00998874,46.9715,0.000285066,0.0042517,4.17805,38.6856,29.1635,18.7597,12.6793,9.12313,4.67496,3.9963,3.04859,1.60403,0.849585,0.336001,0.187148,0.109307,0.056145,0.0298706,0.0231391,8.25669,17.7232,28.012,33.9603,37.3744,41.2191,40.682,31.1015,16.3651,8.6687,3.42941,1.9109,1.11679,0.574452,0.306377,0.237632,0.00181858,0.0102663,0.0350661,0.0682873,0.106361,0.276512,0.625821,3.64721,8.24424,10.5837,12.072,12.4323,12.5614,12.5491,12.3305,11.8803,9.12313,3.04859,1.60403,0.849585,0.336001,0.187148,0.109307,0.056145,0.0298706,0.0231391,37.3744,31.1015,16.3651,8.6687,3.42941,1.9109,1.11679,0.574452,0.306377,0.237632,0.106361,3.64721,8.24424,10.5837,12.072,12.4323,12.5614,12.5491,12.3305,11.8803,46.9715,0,0,1.9551,0.00541661,0.190855,0.00998874,0.000285066,0.0042517
