# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = PK3_model
# start_datetime = 2024-07-22 13:15:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 4000
#     num_warmup = 6000
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = true
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /home/ditilliof/Stanresults/RtmpWdIcLb/standata-17f1b9349efb.json
# init = 2 (Default)
# random
#   seed = 1234
# output
#   file = /home/ditilliof/Stanresults/PK3/2024-07-22_15-15-34/PK3-202407221515-2-03f5c9.csv
#   diagnostic_file =  (Default)
#   refresh = 1
#   sig_figs = -1 (Default)
#   profile_file = /home/ditilliof/Stanresults/PK3/2024-07-22_15-15-34/PK3-profile-202407221515-2-96cece.csv
#   save_cmdstan_config = true
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --name=PK3_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,k_PlasKid,k_ePlas,k_KidPlas,k_eKid,Plasma0,k_AccuKid,k_KidAccu,scale,z_hat1.1.1,z_hat1.2.1,z_hat1.3.1,z_hat1.4.1,z_hat1.5.1,z_hat1.6.1,z_hat1.7.1,z_hat1.8.1,z_hat1.9.1,z_hat1.10.1,z_hat1.11.1,z_hat1.12.1,z_hat1.13.1,z_hat1.14.1,z_hat1.15.1,z_hat1.16.1,z_hat1.1.2,z_hat1.2.2,z_hat1.3.2,z_hat1.4.2,z_hat1.5.2,z_hat1.6.2,z_hat1.7.2,z_hat1.8.2,z_hat1.9.2,z_hat1.10.2,z_hat1.11.2,z_hat1.12.2,z_hat1.13.2,z_hat1.14.2,z_hat1.15.2,z_hat1.16.2,z_hat1.1.3,z_hat1.2.3,z_hat1.3.3,z_hat1.4.3,z_hat1.5.3,z_hat1.6.3,z_hat1.7.3,z_hat1.8.3,z_hat1.9.3,z_hat1.10.3,z_hat1.11.3,z_hat1.12.3,z_hat1.13.3,z_hat1.14.3,z_hat1.15.3,z_hat1.16.3,z_hat2.1.1,z_hat2.2.1,z_hat2.3.1,z_hat2.4.1,z_hat2.5.1,z_hat2.6.1,z_hat2.7.1,z_hat2.8.1,z_hat2.9.1,z_hat2.10.1,z_hat2.1.2,z_hat2.2.2,z_hat2.3.2,z_hat2.4.2,z_hat2.5.2,z_hat2.6.2,z_hat2.7.2,z_hat2.8.2,z_hat2.9.2,z_hat2.10.2,z_hat2.1.3,z_hat2.2.3,z_hat2.3.3,z_hat2.4.3,z_hat2.5.3,z_hat2.6.3,z_hat2.7.3,z_hat2.8.3,z_hat2.9.3,z_hat2.10.3,y0.1,y0.2,y0.3,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6
-50.108,0.999884,0.0361916,5,63,0,52.5011,2.28496,0.0547561,0.21655,0.00600928,49.772,0.000442241,0.00470115,4.05234,39.4935,28.247,16.8687,10.8508,7.66461,4.33066,3.94017,2.95089,1.48324,0.754644,0.28735,0.160514,0.0973089,0.0563703,0.0372708,0.0318307,10.0297,20.9755,31.9807,37.7191,40.6755,43.2596,42.289,31.6865,15.9282,8.10519,3.08772,1.72583,1.04716,0.607555,0.402388,0.34385,0.00245835,0.0136377,0.0454471,0.0867647,0.133014,0.333119,0.735581,4.1667,9.18495,11.5709,12.9249,13.1727,13.1966,13.046,12.634,11.9212,7.66461,2.95089,1.48324,0.754644,0.28735,0.160514,0.0973089,0.0563703,0.0372708,0.0318307,40.6755,31.6865,15.9282,8.10519,3.08772,1.72583,1.04716,0.607555,0.402388,0.34385,0.133014,4.1667,9.18495,11.5709,12.9249,13.1727,13.1966,13.046,12.634,11.9212,49.772,0,0,2.28496,0.0547561,0.21655,0.00600928,0.000442241,0.00470115
-48.9984,0.994951,0.0361916,6,95,0,53.1024,2.1252,0.0684977,0.208124,0.00433547,49.9371,0.000451843,0.00465162,3.89166,40.1956,29.3313,18.0063,11.7791,8.35201,4.51322,4.02232,3.02877,1.5436,0.79617,0.308995,0.174354,0.106339,0.0615784,0.0402187,0.0340359,9.42977,19.92,30.7911,36.6921,39.8633,42.9309,42.0871,31.7188,16.1668,8.33987,3.23831,1.82837,1.1161,0.647336,0.423573,0.358678,0.00228125,0.0127409,0.0428604,0.0824413,0.127135,0.322729,0.718723,4.1065,9.10552,11.5154,12.9083,13.1728,13.2062,13.0608,12.6463,11.9221,8.35201,3.02877,1.5436,0.79617,0.308995,0.174354,0.106339,0.0615784,0.0402187,0.0340359,39.8633,31.7188,16.1668,8.33987,3.23831,1.82837,1.1161,0.647336,0.423573,0.358678,0.127135,4.1065,9.10552,11.5154,12.9083,13.1728,13.2062,13.0608,12.6463,11.9221,49.9371,0,0,2.1252,0.0684977,0.208124,0.00433547,0.000451843,0.00465162
-50.0453,0.944504,0.0361916,6,71,0,56.9629,2.07318,0.0620964,0.20286,0.00424566,49.059,0.000478731,0.00500508,3.85349,39.7154,29.214,18.1339,11.9448,8.48497,4.49987,3.97062,3.00808,1.5574,0.817096,0.326534,0.188409,0.117625,0.070221,0.046945,0.0398603,9.06477,19.2279,29.8908,35.7744,38.9915,42.2351,41.4777,31.458,16.2886,8.54733,3.41757,1.9732,1.23298,0.73723,0.493737,0.419477,0.00235719,0.0132013,0.0445824,0.086022,0.132989,0.339581,0.759223,4.36114,9.72473,12.3474,13.893,14.1979,14.2461,14.0976,13.6514,12.8623,8.48497,3.00808,1.5574,0.817096,0.326534,0.188409,0.117625,0.070221,0.046945,0.0398603,38.9915,31.458,16.2886,8.54733,3.41757,1.9732,1.23298,0.73723,0.493737,0.419477,0.132989,4.36114,9.72473,12.3474,13.893,14.1979,14.2461,14.0976,13.6514,12.8623,49.059,0,0,2.07318,0.0620964,0.20286,0.00424566,0.000478731,0.00500508
-50.3045,0.972578,0.0361916,6,127,0,52.9213,2.18929,0.0413967,0.207568,0.00707268,49.2616,0.00058758,0.00474792,4.23786,39.5081,28.6824,17.482,11.383,8.05884,4.3988,3.94129,2.95803,1.49778,0.77052,0.302108,0.174237,0.110137,0.068158,0.0478345,0.0409421,9.56468,20.1538,31.0439,36.8954,40.0066,42.9385,42.053,31.5858,15.995,8.23012,3.22888,1.86359,1.17914,0.73085,0.513703,0.439898,0.00236326,0.0131764,0.044219,0.0848906,0.130711,0.330612,0.734463,4.17698,9.1968,11.5584,12.8486,13.0452,13.0152,12.7827,12.2393,11.337,8.05884,2.95803,1.49778,0.77052,0.302108,0.174237,0.110137,0.068158,0.0478345,0.0409421,40.0066,31.5858,15.995,8.23012,3.22888,1.86359,1.17914,0.73085,0.513703,0.439898,0.130711,4.17698,9.1968,11.5584,12.8486,13.0452,13.0152,12.7827,12.2393,11.337,49.2616,0,0,2.18929,0.0413967,0.207568,0.00707268,0.00058758,0.00474792
-51.7806,0.396498,0.0361916,4,23,0,59.7077,2.19497,0.0454693,0.208157,0.00615612,49.1369,0.000587881,0.0046833,4.16705,39.3703,28.5432,17.3629,11.2902,7.98873,4.37125,3.92607,2.97943,1.54885,0.817353,0.331359,0.194032,0.123388,0.0757521,0.0518241,0.0437395,9.56091,20.1339,30.989,36.8097,39.8991,42.8105,41.9672,31.8716,16.57,8.74592,3.54765,2.07871,1.32307,0.813447,0.557376,0.470668,0.00233053,0.0129886,0.0435652,0.0836001,0.128683,0.325282,0.722617,4.12932,9.18698,11.6369,13.0368,13.2789,13.2769,13.0653,12.5297,11.6201,7.98873,2.97943,1.54885,0.817353,0.331359,0.194032,0.123388,0.0757521,0.0518241,0.0437395,39.8991,31.8716,16.57,8.74592,3.54765,2.07871,1.32307,0.813447,0.557376,0.470668,0.128683,4.12932,9.18698,11.6369,13.0368,13.2789,13.2769,13.0653,12.5297,11.6201,49.1369,0,0,2.19497,0.0454693,0.208157,0.00615612,0.000587881,0.0046833
-51.8439,1,0.0361916,7,127,0,55.0973,2.04913,0.0956685,0.185683,0.00236597,50.2276,0.00042418,0.00421026,4.15229,40.6141,29.7962,18.3604,11.9571,8.36916,4.22232,3.67978,2.79502,1.45469,0.764684,0.302777,0.171299,0.103414,0.0576347,0.0351482,0.028792,9.17758,19.4803,30.3116,36.3044,39.5908,42.9293,42.1798,32.0791,16.697,8.7782,3.47717,1.96825,1.18914,0.663711,0.405566,0.332496,0.0020072,0.0112463,0.0380048,0.073369,0.113476,0.290056,0.649016,3.73685,8.3661,10.656,12.0318,12.317,12.3758,12.2671,11.9051,11.2518,8.36916,2.79502,1.45469,0.764684,0.302777,0.171299,0.103414,0.0576347,0.0351482,0.028792,39.5908,32.0791,16.697,8.7782,3.47717,1.96825,1.18914,0.663711,0.405566,0.332496,0.113476,3.73685,8.3661,10.656,12.0318,12.317,12.3758,12.2671,11.9051,11.2518,50.2276,0,0,2.04913,0.0956685,0.185683,0.00236597,0.00042418,0.00421026
-51.2292,0.983124,0.0361916,5,63,0,55.0335,2.08974,0.0920765,0.186161,0.00256537,49.9749,0.000451719,0.00431126,4.16117,40.2624,29.3838,17.9674,11.6352,8.12045,4.12736,3.62073,2.7564,1.4424,0.762954,0.305707,0.174765,0.106832,0.0607349,0.0378196,0.0311142,9.29546,19.6823,30.5225,36.463,39.6885,42.8948,42.1245,32.1043,16.8012,8.88816,3.56289,2.03789,1.24669,0.709778,0.442814,0.36458,0.00208302,0.0116519,0.0392843,0.0756978,0.116904,0.297785,0.664872,3.82449,8.57167,10.926,12.3416,12.6327,12.6888,12.568,12.1778,11.4769,8.12045,2.7564,1.4424,0.762954,0.305707,0.174765,0.106832,0.0607349,0.0378196,0.0311142,39.6885,32.1043,16.8012,8.88816,3.56289,2.03789,1.24669,0.709778,0.442814,0.36458,0.116904,3.82449,8.57167,10.926,12.3416,12.6327,12.6888,12.568,12.1778,11.4769,49.9749,0,0,2.08974,0.0920765,0.186161,0.00256537,0.000451719,0.00431126
-51.7661,0.998801,0.0361916,6,63,0,54.5608,1.91108,0.104489,0.17941,0.0014005,50.5163,0.000504667,0.00438128,4.15096,41.3702,30.9045,19.5465,12.9662,9.15146,4.45946,3.77417,2.85419,1.47427,0.770968,0.30561,0.17479,0.107828,0.0630328,0.0410571,0.0343379,8.66515,18.5569,29.2342,35.3505,38.827,42.6501,42.0187,31.8449,16.4504,8.60415,3.4125,1.95302,1.2059,0.706104,0.460812,0.385673,0.00196781,0.0110915,0.0377995,0.0734743,0.114267,0.29593,0.667754,3.85974,8.59989,10.9028,12.2372,12.4843,12.5048,12.3418,11.8979,11.1301,9.15146,2.85419,1.47427,0.770968,0.30561,0.17479,0.107828,0.0630328,0.0410571,0.0343379,38.827,31.8449,16.4504,8.60415,3.4125,1.95302,1.2059,0.706104,0.460812,0.385673,0.114267,3.85974,8.59989,10.9028,12.2372,12.4843,12.5048,12.3418,11.8979,11.1301,50.5163,0,0,1.91108,0.104489,0.17941,0.0014005,0.000504667,0.00438128
-52.9754,0.787786,0.0361916,7,127,0,56.0705,1.95077,0.105768,0.185808,0.000640601,49.7434,0.000397857,0.00437697,3.84408,40.575,30.1443,18.9265,12.5035,8.82339,4.39408,3.77265,2.88152,1.5212,0.81072,0.326939,0.186622,0.113147,0.0628025,0.0375631,0.0304418,8.69024,18.5542,29.1064,35.0811,38.4374,42.0421,41.4116,31.6855,16.7285,8.91652,3.59722,2.05435,1.24645,0.692855,0.415268,0.336848,0.00197304,0.0110984,0.0377141,0.0731371,0.113529,0.292726,0.658848,3.82093,8.61392,11.0294,12.5259,12.8593,12.9503,12.8718,12.5377,11.9099,8.82339,2.88152,1.5212,0.81072,0.326939,0.186622,0.113147,0.0628025,0.0375631,0.0304418,38.4374,31.6855,16.7285,8.91652,3.59722,2.05435,1.24645,0.692855,0.415268,0.336848,0.113529,3.82093,8.61392,11.0294,12.5259,12.8593,12.9503,12.8718,12.5377,11.9099,49.7434,0,0,1.95077,0.105768,0.185808,0.000640601,0.000397857,0.00437697
-56.6427,0.848914,0.0361916,7,127,0,60.1338,2.00264,0.0944124,0.221067,0.00123425,48.5009,0.00035899,0.0041694,4.20282,39.4184,29.1804,18.3278,12.2289,8.7984,4.80068,4.2509,3.21445,1.6534,0.857633,0.331164,0.183306,0.10777,0.0575243,0.0334787,0.027193,8.66664,18.4119,28.6836,34.3858,37.5232,40.7299,40.0117,30.2901,15.5811,8.08299,3.12229,1.72907,1.01732,0.543838,0.317219,0.257898,0.00187667,0.0105212,0.0355838,0.0687411,0.106374,0.272235,0.609551,3.50665,7.83074,9.95961,11.241,11.5145,11.5822,11.5062,11.2172,10.685,8.7984,3.21445,1.6534,0.857633,0.331164,0.183306,0.10777,0.0575243,0.0334787,0.027193,37.5232,30.2901,15.5811,8.08299,3.12229,1.72907,1.01732,0.543838,0.317219,0.257898,0.106374,3.50665,7.83074,9.95961,11.241,11.5145,11.5822,11.5062,11.2172,10.685,48.5009,0,0,2.00264,0.0944124,0.221067,0.00123425,0.00035899,0.0041694
-62.0854,0.732721,0.0361916,7,127,0,64.9825,2.46788,0.0202902,0.2086,0.00774818,51.642,0.000479755,0.00566474,3.40758,40.3785,28.2691,16.3505,10.2697,7.16389,4.11246,3.78954,2.86845,1.48068,0.776061,0.311918,0.18208,0.115854,0.0717222,0.0501395,0.0434344,11.1629,23.1338,34.8431,40.7303,43.6507,45.9909,44.9356,34.0239,17.5646,9.20762,3.70272,2.16276,1.37727,0.85378,0.597681,0.517999,0.00330444,0.0182196,0.0602054,0.114186,0.174161,0.431321,0.946478,5.35904,11.9141,15.1109,16.9959,17.3734,17.4416,17.2789,16.7697,15.8625,7.16389,2.86845,1.48068,0.776061,0.311918,0.18208,0.115854,0.0717222,0.0501395,0.0434344,43.6507,34.0239,17.5646,9.20762,3.70272,2.16276,1.37727,0.85378,0.597681,0.517999,0.174161,5.35904,11.9141,15.1109,16.9959,17.3734,17.4416,17.2789,16.7697,15.8625,51.642,0,0,2.46788,0.0202902,0.2086,0.00774818,0.000479755,0.00566474
-58.1992,0.997196,0.0361916,7,127,0,63.3058,2.17289,0.0990242,0.211743,0.000848362,48.0177,0.000444794,0.00414116,4.67435,38.3533,27.6791,16.7201,10.8124,7.62499,4.18098,3.77191,2.90524,1.56138,0.847319,0.351055,0.203789,0.125312,0.0703857,0.0419087,0.0334136,9.23626,19.414,29.806,35.3394,38.2565,40.9785,40.2132,30.9937,16.6582,9.04102,3.74715,2.17618,1.33898,0.753024,0.449176,0.358428,0.00199171,0.0110865,0.037121,0.071138,0.109387,0.275901,0.612466,3.52559,7.98436,10.2618,11.6897,12.0086,12.0917,12.0039,11.6525,10.9958,7.62499,2.90524,1.56138,0.847319,0.351055,0.203789,0.125312,0.0703857,0.0419087,0.0334136,38.2565,30.9937,16.6582,9.04102,3.74715,2.17618,1.33898,0.753024,0.449176,0.358428,0.109387,3.52559,7.98436,10.2618,11.6897,12.0086,12.0917,12.0039,11.6525,10.9958,48.0177,0,0,2.17289,0.0990242,0.211743,0.000848362,0.000444794,0.00414116
-51.1522,0.992025,0.0361916,7,127,0,59.9915,2.27535,0.0175801,0.200952,0.0084728,50.1341,0.00038631,0.00502503,3.48482,39.9592,28.7457,17.2723,11.1148,7.80718,4.25996,3.84001,2.91208,1.50823,0.789698,0.312011,0.177093,0.107849,0.0614921,0.0389895,0.0327618,10.0889,21.1805,32.4628,38.4386,41.5699,44.4334,43.525,33.028,17.1071,8.95838,3.54097,2.01085,1.22553,0.699758,0.444498,0.373753,0.00264072,0.0146872,0.0491208,0.0940468,0.144504,0.363799,0.806271,4.60706,10.2964,13.1109,14.8178,15.1882,15.2853,15.1938,14.8229,14.1336,7.80718,2.91208,1.50823,0.789698,0.312011,0.177093,0.107849,0.0614921,0.0389895,0.0327618,41.5699,33.028,17.1071,8.95838,3.54097,2.01085,1.22553,0.699758,0.444498,0.373753,0.144504,4.60706,10.2964,13.1109,14.8178,15.1882,15.2853,15.1938,14.8229,14.1336,50.1341,0,0,2.27535,0.0175801,0.200952,0.0084728,0.00038631,0.00502503
-50.8977,0.980199,0.0361916,7,127,0,55.1104,2.21811,0.0452392,0.194697,0.00681214,51.3774,0.000530762,0.00480011,3.83818,41.0658,29.6484,17.8807,11.5046,8.04699,4.27626,3.81947,2.86998,1.45654,0.750083,0.293233,0.168011,0.105086,0.0638344,0.0440059,0.0376855,10.0973,21.2493,32.675,38.7839,42.0152,45.0254,44.0889,33.1537,16.8274,8.66729,3.39028,1.94382,1.21694,0.740355,0.511197,0.438004,0.00252308,0.0140556,0.0471141,0.090364,0.139037,0.351087,0.77921,4.43317,9.78607,12.3296,13.7538,13.9951,13.9929,13.7862,13.268,12.3901,8.04699,2.86998,1.45654,0.750083,0.293233,0.168011,0.105086,0.0638344,0.0440059,0.0376855,42.0152,33.1537,16.8274,8.66729,3.39028,1.94382,1.21694,0.740355,0.511197,0.438004,0.139037,4.43317,9.78607,12.3296,13.7538,13.9951,13.9929,13.7862,13.268,12.3901,51.3774,0,0,2.21811,0.0452392,0.194697,0.00681214,0.000530762,0.00480011
